date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:47:07	769889/769889	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:16:46%20GMT	https://www.classcentral.com/subject/agriculture	E:/juned/www.classcentral.com/www.classcentral.com/subject/agriculture.html	(from https://www.classcentral.com/)
07:47:18	756976/756976	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:16:57%20GMT	https://www.classcentral.com/subject/earth-science	E:/juned/www.classcentral.com/www.classcentral.com/subject/earth-science.html	(from https://www.classcentral.com/)
07:47:27	762770/762770	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:17:08%20GMT	https://www.classcentral.com/subject/applied-science	E:/juned/www.classcentral.com/www.classcentral.com/subject/applied-science.html	(from https://www.classcentral.com/)
07:47:29	741607/741607	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:17:08%20GMT	https://www.classcentral.com/subject/forensic-science	E:/juned/www.classcentral.com/www.classcentral.com/subject/forensic-science.html	(from https://www.classcentral.com/)
07:47:40	760556/760556	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:17:19%20GMT	https://www.classcentral.com/subject/k12	E:/juned/www.classcentral.com/www.classcentral.com/subject/k12.html	(from https://www.classcentral.com/)
07:47:42	777243/777243	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:17:19%20GMT	https://www.classcentral.com/subject/higher-education	E:/juned/www.classcentral.com/www.classcentral.com/subject/higher-education.html	(from https://www.classcentral.com/)
07:47:49	772547/772547	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:17:29%20GMT	https://www.classcentral.com/subject/teacher-development	E:/juned/www.classcentral.com/www.classcentral.com/subject/teacher-development.html	(from https://www.classcentral.com/)
07:47:52	772120/772120	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:17:30%20GMT	https://www.classcentral.com/subject/stem	E:/juned/www.classcentral.com/www.classcentral.com/subject/stem.html	(from https://www.classcentral.com/)
07:48:03	761659/761659	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:17:41%20GMT	https://www.classcentral.com/subject/course-development	E:/juned/www.classcentral.com/www.classcentral.com/subject/course-development.html	(from https://www.classcentral.com/)
07:48:13	766168/766168	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:17:51%20GMT	https://www.classcentral.com/subject/test-prep	E:/juned/www.classcentral.com/www.classcentral.com/subject/test-prep.html	(from https://www.classcentral.com/)
07:48:13	773862/773862	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:17:52%20GMT	https://www.classcentral.com/subject/online-education	E:/juned/www.classcentral.com/www.classcentral.com/subject/online-education.html	(from https://www.classcentral.com/)
07:48:22	739106/739106	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:18:02%20GMT	https://www.classcentral.com/subject/pedagogy	E:/juned/www.classcentral.com/www.classcentral.com/subject/pedagogy.html	(from https://www.classcentral.com/)
07:48:34	785010/785010	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:18:12%20GMT	https://www.classcentral.com/subject/sociology	E:/juned/www.classcentral.com/www.classcentral.com/subject/sociology.html	(from https://www.classcentral.com/)
07:48:43	770852/770852	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:18:23%20GMT	https://www.classcentral.com/subject/economics	E:/juned/www.classcentral.com/www.classcentral.com/subject/economics.html	(from https://www.classcentral.com/)
07:48:44	765303/765303	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:18:23%20GMT	https://www.classcentral.com/subject/anthropology	E:/juned/www.classcentral.com/www.classcentral.com/subject/anthropology.html	(from https://www.classcentral.com/)
07:48:46	808929/808929	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:18:24%20GMT	https://www.classcentral.com/subject/psychology	E:/juned/www.classcentral.com/www.classcentral.com/subject/psychology.html	(from https://www.classcentral.com/)
07:48:57	777775/777775	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:18:35%20GMT	https://www.classcentral.com/subject/political-science	E:/juned/www.classcentral.com/www.classcentral.com/subject/political-science.html	(from https://www.classcentral.com/)
07:49:06	764556/764556	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:18:46%20GMT	https://www.classcentral.com/subject/urban-planning	E:/juned/www.classcentral.com/www.classcentral.com/subject/urban-planning.html	(from https://www.classcentral.com/)
07:49:07	785118/785118	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:18:45%20GMT	https://www.classcentral.com/subject/law	E:/juned/www.classcentral.com/www.classcentral.com/subject/law.html	(from https://www.classcentral.com/)
07:49:17	760498/760498	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:18:56%20GMT	https://www.classcentral.com/subject/human-rights	E:/juned/www.classcentral.com/www.classcentral.com/subject/human-rights.html	(from https://www.classcentral.com/)
07:49:28	783422/783422	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:19:06%20GMT	https://www.classcentral.com/subject/sustainability	E:/juned/www.classcentral.com/www.classcentral.com/subject/sustainability.html	(from https://www.classcentral.com/)
07:49:28	761956/761956	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:19:07%20GMT	https://www.classcentral.com/subject/governance	E:/juned/www.classcentral.com/www.classcentral.com/subject/governance.html	(from https://www.classcentral.com/)
07:49:37	746150/746150	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:19:18%20GMT	https://www.classcentral.com/subject/archaeology	E:/juned/www.classcentral.com/www.classcentral.com/subject/archaeology.html	(from https://www.classcentral.com/)
07:49:41	747349/747349	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:19:19%20GMT	https://www.classcentral.com/subject/social-work	E:/juned/www.classcentral.com/www.classcentral.com/subject/social-work.html	(from https://www.classcentral.com/)
07:49:51	786325/786325	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:19:29%20GMT	https://www.classcentral.com/subject/music	E:/juned/www.classcentral.com/www.classcentral.com/subject/music.html	(from https://www.classcentral.com/)
07:49:52	792464/792464	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:19:30%20GMT	https://www.classcentral.com/subject/digital-media	E:/juned/www.classcentral.com/www.classcentral.com/subject/digital-media.html	(from https://www.classcentral.com/)
07:50:00	782408/782408	U--MCZ	200	updated ('OK')	text/html	date:Mon,%2020%20Feb%202023%2002:19:40%20GMT	https://www.classcentral.com/subject/visual-arts	E:/juned/www.classcentral.com/www.classcentral.com/subject/visual-arts.html	(from https://www.classcentral.com/)
